video_id,transcript,status
E9oKEJ1pXPw,[Music] how going over [Music] die [Music] is he is he what is he doing he's he's spinning is he Felix has just gone supersonic but he's lost control [Music] gosh dark [Music] [Music] [Applause] 1 minute 30 seconds and stable as a rock phix you calling me uh keep talking Felix keep talking 3 minutes Free Fall 3 minutes Free Fall anything I have problem SP a long time like my is walking [Music] up my R up feel you're at the coldest altitude the further you fall the warmer it's going to get [Music] [Applause] roll so was really PR Felix you're we're so proud of you you did absolutely fabulous absolutely fabulous I could have done even better myself [Music] [Applause] [Music],ok
O_PJFfr9Fqc,,failed
9j0JsdbIXKo,now we're going to listen to lung sounds what's known as auscultation so we're going to listen for vesicular crackles wheezes Strider really anything going on inside the lungs here and we're going to show you a quick assessment of really how to do it but always remember we're going between the ribs in the intercostal space basically meaning in between the ribs here so normal breath sounds you are hearing that air open and close in the alveoli so we want that good air exchange so let me show you how we're going to be doing the assessment always remember keep the basics correct we want the little ear thingies here to be pointed this way to go right into the ear trust me you'll see it a lot in movies where they go the opposite way and doesn't really work okay so put it into the ear right here and Allison how are we doing this assessment so you're going to use the diaphragm of your stethoscope an easy way to remember that is it's the lung auscultation so with your lungs use your diaphragm to breathe oh so you're using the large side the diaphragm of the stethoscope and you're going to start up at the apices so you start up high on the back and again you're going to do that side to side zigzag pattern having the patient breathe in and out every time you move your stethoscope and so we want to have that in and out with every movement so you hear both the inspiration and the expiration okay because some sounds only happen on inhale and some sounds only happen on exhale and so lots of times we'll see we move a little bit fast in this so we want to take our time and not hyperventilate our patient and you guys know how this this looks you've been to the doctor's office where they like put a really cold stethoscope on you take a deep breath and relax okay deep breath and relax and we're just trying to go down and then across right and this is listening to those upper middle and lower lobes of the lungs mm-hmm and you always want to make sure that you're putting it on bare skin so that way you don't get any extra sounds that come from that gown and that you always auscultate on the front and the back of the patient because a lot of times you can better hear the lower lobes from the back and more here the upper lobes from the front so it gives you that more complete picture so let's do the front then hey there nursing student listen up did you know only 20 of our videos are here on YouTube you're missing out on over 900 videos not on YouTube plus 500 visual study guides that follow along every video and a massive quiz Bank to test your knowledge all neatly organized in our new app try it for free visit simplenursing.com today all right now for the anterior lung sounds here it's almost very similar to the back but Allison's going to show us how to do it here so and again just like the back you're going to start at the top and you're going to place the bare stethoscope on the patient's skin and you're going to be moving in that side to side zigzag pattern going to one side then the other then moving down then going over and again you want to hear that inhale exhale with every placement of the stethoscope so that way you don't miss something and what we're expecting to hear is that soft clear vesicular lung sounds heard throughout those lobes of the lungs and that again like you said before it shows us that the patient's getting good gas exchange now when you assess the side you want that arm to be lifted up yes there we go and the side is a great location on that mid-axillary point and on the axle of the patient because it's also where you can hear a few lobes at once so great if for some reason you can't get to the patient's back like if you're worried they have a cervical spine injury so you don't want to rotate them side to side just yet and so you can use that in the meantime all right now let's talk about bronchiole bronchopicular and even vesicular so Allison how do we assess these very good so for the bronchial sound so we talked about the vesicular over those lobes of the lungs and over those lung Fields that's going to be softer kind of musical sometimes they say but so if we were listening with our stethoscope and listening over the client's trachea it's going to sound very loud kind of like air going through a big tube because your trachea is a big tube yeah it's the air pipe one pipe so we call those bronchial and those are going to be loud okay bronchiole is booming and Loud okay yes and then if we were listening over the sternum or even nearby the sternum that is going to be called bronchovesicular okay which makes sense if this is bronchial and this is vesicular in the middle is bronchophosine combine the two of bronchovicular so if this is loud and this is soft what do you think bronchovasicular is oh loud and soft together very good medium okay okay what about fascicular just soft just soft and so you're going to hear that basically air moving in and out of the alveoli oh and where do we usually hear those at so that would be over those lobes that you just demonstrated yeah those lungs or the lobes the lung fields and just listening over those alveoli fantastic now for a few practice questions while auscultating a client's trachea the nurse hears a high har sound with short inspiration and long expiration how should the nurse document this finding bronchial breath sounds and question number two the nurse is preparing to auscultate the lung sounds of a client which sound will the nurse expect to hear over most of the client's lungs vesicular and the last question here what are normal breath sounds vesicular sounds which are soft low pitched and Breezy heard over most of the peripheral lung fields that was actually from Kaplan all right now let's cover abnormal lung sounds we have a really great segment with all the lung sounds that you need to know so let's cut to that right now,ok
PJVgpQO6e_k,"Hi, I'm Cathy, with Level UP RN. In this 
video, I'm going to begin my coverage   of reproductive system medications. Specifically, 
I'll be covering estrogens, progestin, as well as   uterine stimulants, and tocolytic agents. If you 
have our pharmacology addition to flashcards,   be sure to pull those out. I am in the 
reproductive system. Those are purple cards,   and you can follow along. At the end of 
the video, I'm going to provide you guys   a quick little knowledge check to test your 
understanding of some of the key information   I'll be covering in this video. So 
definitely, stay tuned for that.   First up, we have our estrogens, which include 
conjugated estrogen and estradiol. So these   medications will bind to estrogen receptors in 
the body, and they are used for contraception   as well as postmenopausal osteoporosis. It can 
also be used for dysmenorrhea, so that's painful   menstruation as well as prostate cancer. Key side 
effects of estrogens include embolic effects,   so blood clots. So taking estrogen places 
the patient at higher risk for a DVT, a PE,   as well as an MI or a stroke. Other side effects 
include hypertension, weight gain, edema,   and increased risk of certain types of cancer. So 
some breast cancers are estrogen-dependent. So if   a patient has that type of cancer, we absolutely 
would not want them to take an estrogen. Key   points, this medication is contraindicated 
in patients who smoke, who have hypertension,   or who are at increased risk for blood clotting. 
So those are all contraindications with estrogen.  Next, we have our progesterone, which include 
medroxyprogesterone as well as norethindrone.   These medications can be used for contraception, 
so either alone or in combination with estrogen.   It can also be used in the treatment of 
dysmenorrhea. So side effects will include   an increased risk for embolic events or blood 
clots, just like what we saw with estrogen. So   progesterone would be contraindicated for any 
patient who is at increased risk for blood clots.   Other side effects include menstrual changes, 
edema, an increased risk for breast cancer.   Also, with injectable medroxyprogesterone, 
which is Depo-Provera, we have an increased   risk for bone loss. In fact, this medication 
carries a black box warning due to the risk   of decreased bone mineral density in 
patients who use Depo-Provera or injectable   medroxyprogesterone. So for those patients, 
we're definitely going to want to encourage   them to increase their intake of calcium and 
vitamin D to help counteract that side effect.  Now let's talk about some uterine stimulants, 
which include oxytocin as well as dinoprostone.   These medications are used in the induction 
and enhancement of labor. Oxytocin is also   used in the treatment of postpartum hemorrhage. 
The mode of action is to stimulate the uterus,   and side effects can include painful 
contractions as well as uterine rupture.   So I can definitely attest to the painful 
contractions because I did receive oxytocin   when I was in labor with my children. So when 
your patient is on a medication such as oxytocin,   you're going to want to closely monitor 
their contractions. So contractions should be   between 60 and 90 seconds in duration, and 
they should occur every two to three minutes.   If our contractions are happening more frequently 
than that or are lasting longer than that,   then that's a problem, and we may need to [de-see] 
the oxytocin. Also, keep in mind that magnesium   sulfate can be used to help relax the uterus if we 
are dealing with hyper-stimulation of the uterus   due to oxytocin. We also want to keep an eye 
on mom's blood pressure and pulse, as well as   the fetal blood pressure and pulse.
Another uterine stimulant to know   is methylergonovine, which I practice saying 
5000 times before I hit record. So this   medication is used for postpartum hemorrhage. 
It has the same mode of action as oxytocin,   so it stimulates the uterus. Side effects can 
include abdominal pain, nausea and vomiting, and   hypertension. So any patient who has hypertension 
should not receive this medication because of that   side effect of hypertension. The last medication 
I want to cover in this video is terbutaline,   which is a tocolytic agents that is used in the 
treatment of pre-term labor. So it helps to delay   labor but will not prevent it. So our little-cool 
chicken hit here on this card to help you remember   this medication, and what it's for is when flying, 
like an airplane, turbulence will possibly delay   your arrival time, just like terbutaline 
delays the arrival of the baby.  So another thing that terbutaline is used for 
is asthma, as well as COPD. So the mode of   action of terbutaline is that it activates Beta-2 
receptors, and it does that in the lungs, so it   causes bronchodilation, which is why it's used 
for asthma and COPD. It also relaxes the uterus,   which is why it's used for pre-term labor. 
This medication carries a lot of side effects,   including tachycardia, restlessness, and 
tremor. Also, this medication has a black   box warning due to the risk for significant 
maternal and fetal distress if it's used for   over 48 hours. So a key point with this medication 
is that we only want to use it for short-term use,   so under 48 hours. We should also use this 
for pregnancies under 37 weeks in gestation.   Keep in mind, there are some other tocolytic 
agents that can be used for pre-term labor,   which include magnesium sulfate, as well as 
nifedipine, which is a calcium channel blocker.  All right, time for quiz. I have three questions 
for you. First question is a true, false question.   Estrogen is contraindicated for a patient 
who smokes or who has hypertension.   The answer is true. Another contraindication   is if the patient has an increased risk for blood 
clots or embolic events. Question number two,   what key teaching do you need to provide a patient 
who is receiving injectable medroxyprogesterone?   The answer is, you need to teach that patient to 
increase their intake of calcium and vitamin D   in order to prevent that key side effect 
of bone loss with this medication.   Question number three, a mom receiving oxytocin 
is having contractions every two minutes   that are 60 seconds in duration. Is that cause 
for concern, yes or no? The answer is no. So it is   normal to have contractions that 
are 60 to 90 seconds in duration,   and that occur every two to three minutes.
Okay, that's it for this video. I hope you   enjoyed that quiz. If you struggled with 
any of the answers, then definitely go back   and check the flashcards and study 
what those a little bit longer   or re-watch the video, and I'll see you with 
more reproductive medications in my next video.   Next, we have our uterine stimulants, 
so medications to know include oxytocin,   as well as methylergonovine [laughter]. It'd be 
a miracle if I can get through this video and say   methylergonovine, ergonovine. Okay, I 
got this. Methylergonovine, ergonovine,   ergonovine, methylergonovine,   methylergonovine, methylergonovine. If 
I say enough times, I figure it out.   Okay, here we go.
I invite you to subscribe to our channel and share   a link with your classmates and friends in nursing 
school. If you found value in this video, be sure   and hit the like button, and leave a comment and 
let us know what you found particularly helpful.",ok
c3eqekf7snQ,,failed
kDRd2QIaojQ,[Music] okay you guys so I want to make a video just talking about what is a woman's health nurse practitioner why decided women's health nurse practitioner over being a family nurse practitioner I had a couple people reach out to me asking like what is a women's health nurse practitioner shouldn't you become family nurse practitioner and you can practice in women's health but you'll be more marketable so I'm answering all of those questions in this video so first things first let's start off with what is a women's health nurse practitioner so a women's health nurse practitioner is a nurse practitioner who focuses on offering primary care services to women of all ages so a women health nurse practitioners that its own reproductive obstetrics which means pregnancy gynecological health as well so the difference between a women's health nurse practitioner and and a certified midwife is that midwives are able to deliver babies women's health nurse practitioners are not able to deliver babies so when decide I know a lot of people have a tough time deciding whether they want to do women's health nurse practitioner or become a certified midwife and now some schools offer dual programs and both becoming a certified midwife and a women's health nurse practitioner but if you know you do not want to catch babies but you know you want to work with women and dealing with women's health then I would recommend becoming a women's health nurse practitioner I knew I did not want to catch a baby so that's why I'm not a labor and delivery nurse I am a mother baby nurse so get the baby out and then you know I can go from there but I had no interest in delivering babies so that's one of the reasons why I chose to become a women's health nurse practitioner but women's health nurse practitioners they can work in a variety of settings some can in a hospital you can work in like physician offices after Health Department you can working like school and college health clinics now women's health nurse practitioners are allowed to take care of pregnant patients but it's up until I start up until the patient gets to a certain amount of weeks during their pregnancy then their care transitions over to either you know a doctor at the services that women's health nurse practitioners um provide include like preconception health care prenatal and postpartum care family planning services management of sexually transmitted diseases well women care like you know checkups um care during perimenopause and menopause as well as King for women experiencing acute or chronic conditions but when my health nurse practitioners are also able to practice in a variety of like subspecialty clinics like some clinics dealing with infertility oncology urogynecology so I decided I wanted to do women's health nurse practitioner because I had no interest in the family nurse practitioner around I know I specifically wanted to take care of women family nurse practitioner you get a generalized education so you can take care of everybody across the lifespan from babies to like children to men and everything like that but I knew I wanted my education to specifically focus on women's health and the care of women and there are some people who practice women's health who went the family nurse practitioner route on which you can definitely do that I just know I wanted my education to specifically focus on women's health and you know I didn't want to learn I only wanted to learn about how to take care of women there are some people who are concerned that you know they if they decide to go back and get there when women's health nurse practitioner that they won't be as marketable as an FM P but you know I go go like you know women's health nurse practitioner jobs and there are ton of jobs that pop up but you just you might have to relocate to an area which I'm willing to do like if you ever get bored one die just type in women's health nurse practitioner jobs there are jobs for women's health nurse practitioners out there it might not be as many as if MPs but there are women health nurse practitioners practitioner jobs out there you just have to trust God and you know ask him which path you should follow if you're trying to decide between women's health nurse practitioner and becoming a FMP and you and you just have to trust that you know he'll help you he'll provide a job for you you know you know whichever route you decide to go I've gotten questions I've seen I've gotten questions from people who say do I need be or like obstetric experience as a registered nurse to become a women's health nurse practitioner I mean it really depends on the program um I've heard of you know nurses who might have done like med surg or something not related to OB and they still been able to get into women's health nurse practitioner programs I've done mother baby nursing all my nursing career so I do feel like that probably influenced me getting accepted into the nurse practitioner programs but it just really depends on the program some programs might require you to have OB experience both of the programs I apply to open experience wasn't necessarily a requirement I was able to talk about my experiences as the mother baby nurse you know in my personal statement and everything and you know that might they probably played a part of me getting admitted um even though I only talk about Vanderbilt and Emory my acceptance into those programs I did get accepted into Texas women's you in Dallas I don't know much about their program actually wasn't able to attend there like it made its students day I was actually in Nashville visiting Vanderbilt and I really don't know much about their program so I'm kind of like I'm just gonna you know not worry about that program a nurse practitioner who I follow on Instagram her name is Monica she wrote an excellent article about you know FMP versus women's health nurse practitioner and she has she's actually an MP but she works in an OB GYN clinic so I will leave the information to that blog down below it's very interesting to see the viewpoints from somebody who is the FMP who works in the OB GYN clinic versus someone who's a women's health nurse practitioner who works in an OB GYN clinic um and reading that article like really confirmed okay my decision to become a women's health nurse practitioner I'll say you know if you're trying to decide go it whatever your heart says so the average salary of a women's health nurse practitioner can range from anywhere from eighty six thousand to a hundred thousand dollars it just depends on the location you know the area that you're practicing in okay so a few things I forgot to mention women's health nurse practitioners they can take care of men they can take care of men in the aspect of men who had like reproductive health issues women's health nurse practitioners of course can prescribe medications and to become a women's health nurse practitioner you have to be a registered nurse with a Bachelor of Science degree and to become a women's health nurse practitioner you can either have your masters or your doctorate but the program needs to specifically focus in women's health so if you're unsure of programs that offer women's health nurse practioner always Google you can just type in women's health nurse practitioner program have a specific state where you want to go to school you can type that in so like if you want like a women's health nurse practitioner program in Georgia I want to say that Emory was the only women's health nurse practitioner program in Georgia I know Georgetown offers it of course Vanderbilt Drexel frontier University of South Alabama University Alabama Birmingham Texas Women's University those are few that I looked into right now I'm just content we're going back to get my masters I don't I don't have any plans are going to get my doctorate but you know that could have changed I hope you guys have enjoyed this video I've enjoyed talking to you guys about me becoming a women's health nurse practitioner you guys stay tuned cuz in a few weeks I will announce my choice whether I've decided between Vanderbilt or Emory so make sure you're following me on Instagram that pretty nurse Ashley and I'll probably make a video explaining why I chose one school over the other one you guys take care see you in the next video bye bye,ok
LBXg-zbM0kc,this is Betty Ron's first day at Pinkston but rather than coming on the bus her mother brought her why are you nervous about Betty's being here yes why what it's always the first time what about you Betty are you nervous have you had a chance to talk to any of the kids yet what are you nervous I've been in a new school that I don't even know do you think it'll be a long time before Pinkston becomes your school rather than just a school you're attending more so than if you were at an all-white school no that doesn't bother you does it bother you mrs. Brown you mean Ben no do you think it's bothering many of the parents yes oh it bothers me that my kid has to change the district might be alright I think saying thank you do you think it's gonna be okay why not I don't know because the first day that I went I tell well we had a scram you know but it was okay you expecting a scramble today we're not so far but I think I'll make a little out does it bother you to be riding a bus no you think most of the kids are gonna go to school today are they gonna stay home and wait and see what happens I think most time will go today it would be all right just longer don't be no trouble yeah you're going to Skyline now right righteous what do you think about this busing thing well I think we'll make it the first few days but the rest of them be kind of tough why is that well some students are hanging off to see how things going on and most of them are troublemakers the ones you were hanging out yeah so when they start coming to school do you think it's gonna get bad yeah I'm pretty sure well what do you expect it's gonna get a lot of fighting are you concerned for your daughter or is she concerned well I'm concerned for her and I think she's concerned for education Laverne just talk to your mother and she said you're a little concerned are you why I want to be sure and very very I want to be very sure about this year and I want to really know what they're doing and I think that it will work out if everybody cooperate together because maybe this is not they're probably the first time I mean you got to be together some time and I don't think it's no problem if everybody cooperate well I haven't understood yet exactly what it is you're concerned about oh well I'm concerned about the oh my schoolmates and everything and I'm concerned about how we'll be treated and everything like that and very much concerned about the education where we're going to receive concerned about my education how long do you think it'll take before Pinkston becomes their school instead of a school they're going how long will it be before Pinkston becomes your school how long will it be before Pinkston becomes your school rather than just a school you're attending now because it doesn't matter what school you go to it's going to be the same you get your education just the same so I say it's my school now because I'm see something wrong now [Applause] [Music] [Applause],ok
lE3LzxD3hYk,call Cas people versus Cory Harris assistant public defender Natalie for Mr Harris who should be present Zoom Mr Harris are you driving actually I'm pulling into my doctor's office actually so so I'm just give me one second I'm parking right now you stationary I'm pulling in right now at the second yes I am all right what are we doing uh your honor we are respectfully requesting an adjournment in this matter um up possibly four weeks that the court would allow okay so maybe I don't understand something this is a driving whe license suspended that is correct your honor um and he was just driving and he didn't have a license [Music] uh is with the charges your honor yes no I'm looking at his record he doesn't have a license he's suspended and he's just driving that is correct your honor oh [Music] hello one minute Mr [Music] Harris I don't even know why he would do that so defendant's bond is revoked in this matter defendant is turn himself into Washington County Jail by 6:00 p.m. today failure to turn himself in will result in the bench warant with no bond thank you thank you honor Mr Harris I'll be giving you a call,ok
8m9negKqZLo,the question is if the motion be agreed to those in favor will say I I uh those opposed will say no the eyes have it uh we're in the middle of a vote we're in the middle of a vote Mr Speaker I call it a personal vote no sit down we're in the middle of a vote the um uh the eyes have first a party vote's been called Mr Speaker a part vote has been called for there's a process here New Zealand national 49 votes in favor New Zealand labor 34 votes opposed green party of Alo New Zealand 15 votes opposed X New Zealand 11 votes in favor New Zealand first eight votes in favor to party Mai well come on come on [Applause] [Applause] [Applause] [Music] [Applause] the house is the house is suspended until the ringing of the Bells the gallery is to be cleared [Music] spee foreign fore,ok
_TBD8HTssRA,"this is the way credit cards used to work visa Diner Club American Express Master Card they all work the same way but they're all going to change this is the sweep of the future and this is international verifact the company that makes that little machine in a plant north of Toronto this Gizmo is the built-in telephone so the credit card reader can dial up the computer and see if you're good for it we get a demonstration from the man who started this company Doug archal first the credit card is Switched through then the machine reads the numbers asks how much was lunch then it calls the banks checks your limit then zaps back an authorization there's nothing worse you know and I'm sure you know everybody's experienced it than standing uh waiting for a credit card authorization when the sales clock is on the phone because basically what's happening is someone that you don't know is talking about you and your financial condition to someone you can't even see the credit card is at home at lunch and so is credit card fraud and abuse at this place Joe Allen the floor limit is $150 that means call the bank but the new machine catches everybody at this upscale restaurant the average lunch Bill runs to $20 a person or more and most of them put it on plastic but about eight times a day the machine says no to the charges electronic Wizardry is catching up with the modern dead beat and it does it in about 10 seconds restaurant owner John Maxwell it is really fascinating that charges uh which here to for would have been automatically processed because they weren't over the floor limit are now being rejected because the customer in question is sailing so close to the wind this is that machine again at this restaurant you won't believe what's going to happen why is it doing this to me anyway the machine reads the card this is the real thing and the waitress does the paperwork while the computers chat with each other but the machine comes back with hold the card I'm not going to honest we didn't stage this this whole card yeah the telephone call retain possession of the card call Scotia Bank authorization Center so what do you want me to do then Panic sets [Music] in okay can you hold the live minut please we need a description of the person is it a stolen card is the owner over the limit no it's a man with a Visa card with the name Cheryl on it tell them they're [Music] all sure can you hold light they want to speak to the customer they would like the man with the lunch bill arrives to explain to the bank that the card was switched at another restaurant last night just an honest mistake but the machine caught it my real card number the automatic teller machine is changing too most are operated by credit cards early next year you'll be able to use a card from say the Royal Bank to make a withdrawal from the Bank of Commerce at this machine in the United States a Canadian bank card can be used to withdraw American Cash handy for traveling and there are new machines the object is to get these in the lobby and tellers off the payroll that means keep it simple as Philips executive Ian Burns explains okay basically you put the card in uh swipe it down here key in your personal identification number and then press the dollar amount you wish to withdraw simplistic process lift up your cash and way you go through the races this machine not only saves work it save stamps in goes the card and up comes a number of services one of them is printing out your bank statement coming soon to Banks near you this is a smart card and it's the future that gold seal actually covers a tiny computer that remembers everything how much money you've spent how much you have left John Elliott of MasterCard in New York explains just how powerful a smart card is on the back this is an example of the of what it would look like if you could peel away the back of of our existing card the card with the chip in it uh what you'd see is a chip with data storage and another separate chip over here with the processor itself the processor has the same processing capability as an apple 2E it has a 64k memory and an 8bit processor the smart card is being tested in Maryland with it you can't overspend your limit and fraud is almost impossible the C inserted a personal identification number punched in the card itself authorizes the transaction and remembers how much you've spent thank you right now there are about 6,000 of these smart cards in use in North America by the end of this year about 30,000 will be used in tests in the United States once they get the bugs worked out they should show up in Canada about a year from now but it'll take another four years before the 170 million MasterCard and visas are replaced in Canada and the United States until then most of us will be stuck using the old dumb card I'm Fred Langan in Columbia Maryland for the journal",ok
sBkmKu4Acog,"This is a day in the life of a Japanese housewife. This is Tomomi, a 38-year-old housewife
living in Tokyo with her husband and daughter. And this is how she starts her day. Oh, and this is Tomomi's daughter, Karin. She's about to turn 3 years old. You may have noticed earlier that
they were all sleeping in the same bed. In Japan, it's common for children
before elementary school to sleep with their parents in the same bed. Karin. Can you go wake your daddy up, please? I'm up now, Karin. And that's Tomomi's husband. He works as a freelancer and has a meeting this morning.
- Let's go. So he's in a bit of a hurry.
- Good morning! Good morning! As a Japanese housewife,
it's Tomomi's first task to prepare breakfast. In Japan, it's typical to prepare miso soup,
as it's a traditional Japanese breakfast dish. So they live in a 2LDK apartment, meaning
2 bedrooms, living, dining, and kitchen. In their 2nd room, they even have
a ‘kamidana’, which is a mini shrine. Every morning, Tomomi's husband
follows the traditional Japanese custom of changing the water, providing
an offering, and then praying. And it looks like Karin's already watching
Japanese children shows on YouTube. Apparently, it's pretty common these days in Japan to allow kids to stream their favorite
content on their mobile devices. In fact, this is Karin's own phone,
which is one of her parents' older devices. It smells so good. Do you want to make it into a donburi? So they're eating ‘gomoku umani’, which is an
assorted stir-fry dish leftover from last night, and natto, miso soup, and rice. It's also typical to eat natto,
a fermented soybean, for breakfast in Japan. And since kids start eating it from
when they're babies, they learn to love it. It's customary in Japan to say
‘itadakimasu’ before every meal, which loosely means thank you for the meal. Parents will ingrain this custom in their children as soon as they start eating normal food. I told you to turn off YouTube. Oh, she's not supposed to watch YouTube during meals, but she couldn't help but tap that play button. Tomomi, does she often watch YouTube? All the time. She watches YouTube more than TV. She laughs watching YouTube. It's important for Tomomi and her husband
to teach Karin proper eating manners, but it looks like Karin's picking up quickly. When did she start using chopsticks? 2 years old...? With Edison chopsticks, 2 years old can start using it. To help kids learn how to use chopsticks these days, some are given practice ones like this
that help hold the chopsticks in place. How long does it take you to wear makeup? About 15 mins. How old are you? I'm 1... Are you really 1? I'm almost 3 years old... Talk to Paolo-san. I guess she's still a little shy. So in a couple months, Karin starts
‘youchien’, which means kindergarten. This is usually between the ages of 3 and 5,
just before elementary school. In Japan, there's also less formal
nursery schools called ‘hoikuen’, intended for working parents,
which accept children from 0 to 5 years old. But since Tomomi is a full-time housewife,
it would be difficult for her daughter to enroll. In fact, in Tokyo, it's been a massive
problem where children are placed on enrollment waiting lists because simply, there aren't enough nursery schools for the demand. And If you're a healthy housewife like Tomomi,
it's almost impossible to enroll your child. Karin, which one is your favorite toy? The cashier toy. I noticed that Karin knows many English words. Do you make her study? It's from YouTube. Do you know the song, Baby Shark? She learned the song in English
by listening to the original song. You can't underestimate YouTube. Karin, is this outfit ok with you? It's a horse. It's not backwards. So Karin is practicing getting
dressed all by herself these days. It seems like dressing a kid
is the same all over the world. It's backwards! No it's not. Horse! Horse! After dressing up Karin and getting ready herself,
she finally has time for the house chores. She vacuums the apartment
and washes dishes from breakfast. At this age, Karin is old enough to play on her own, so Tomomi can focus on her chores. So after finishing her morning chores, Tomomi
has a little bit more time to hang out with Karin. Let's see what they do for the rest of the day. So what do you do when you want to have a date night? I don't use babysitters. I ask my mother. Using babysitters in Japan is uncommon, so Tomomi asks her mom
once a month to help with Karin, so she can go out with her husband. So it looks like they're having
a coloring session right now. While they're doing that, let's explore
the house a little bit and let me show you around. In Japanese homes, it's common
to have mini fish grills below the stove. But wait, what's this? You don't use the fish grill? I use pots to make grilled fish. So I don't use the grill. Because Karin is likely to play with it, she's turned off the gas completely
and uses IR stoves instead. And this is their bath
unit with an automatic bath to fill the water to a desired
level and temperature. So while Karin is playing on her own, Tomomi takes advantage of this
free time to work on her blog. So what's your blog about? It's called 'GOKIGEN LIFE'.
It's about how to make yourself, your best partner. I teach people how to coach themselves. Once in a while, she even teaches
seminars on how to manage and be mindful of one's emotions
in order to live a more positive life for that person and for the people around them. Oh, it looks like Karin
wants to play with her now. As part of being a mother, Tomomi
consciously prioritizes Karin's needs, so she often must quickly shift her
focus in order to take care of her daughter. That's not trash. Can you put it away, please? Mama will do it. Why do I have to do it? Oh, she doesn't want to clean up her toys. Good job. Now that they're ready to go to the park. Karin, do you want to put on socks? I'm going to do it by myself! So Karin's at the age where she
wants to do everything on her own, so Tomomi must exercise some patience to allow
her daughter to grow into these experiences. This could take some time though. Finally, out the door. This is a ‘mamachari’, meaning mom's bicycle. It's marked by a lowered center frame,
allowing for easy mount and dismount. In fact, people don't drive much
in Tokyo, so it's common to have a bike. And in recent years, a lot of the newer
'mamacharis' have been outfitted with electric pedal assist motors,
making it even easier to transport kids. In fact, you'll often see mothers
with a baby in a child seat on the front handlebars
and older children in the back. As part of raising a child, Tomomi believes
it's important to let her child play outside, so she takes her daughter to the park regularly. So how long does she play in the park? About 2 to 3 hours. Wow, that's a lot of playtime. So moms do sometimes
talk to other moms in the park, but in Tokyo, people don't regularly talk
to strangers, so it is harder to make friends. Also, Karin often makes friends on the playground,
but I guess she's not feeling it today. So Karin wanted to bring her white shoes to the park, and her mom didn't want her to bring it
because they would get dirty. And look what happened. Let's go to the next place. Now they're stopping by a local
butcher shop to pick up meat for dinner. Can I get the pork belly? 400g ¥200 is your change. Thank you. Aw, Karin's wiped from all that playing. Do you have a policy on how to raise Karin? I don't force her to do things
just because other kids are doing it. Children grow at different speeds. It's part of their personality. If you compare what you can and can't do,
it's just too stressful. Now she gets a little bit more
time to work on her own stuff, so she uses it to build her
new website for her business. Oh, her husband's back home. Tomomi says she really appreciates
him being around to raise Karin together. In fact, it's common in Japan
for most housewives to do it alone. So common that there's a term
for it, ‘wanope ikuji’, short for one operation child rearing,
which also includes all of the house chores. In point, recent surveys show that men in Japan
on average do 18.3% of the house chores and child rearing, while women do 81.7%. This is the highest percentage out
of 33 major countries in the world. Oh, it looks like they're making cake now. Tomomi also believes it's important
for her daughter to learn how to cook, so she involves her in the process, giving her
many tasks that she can complete on her own. Are you making a cake using a pan? This pan is special. It comes with an oven feature. We don't have an oven but we can make pizza, bread, cake... It's rare in Japan for kitchens to have
built-in ovens due to the lack of space, so you'll find many innovative products like this,
as well as other creative ways to cook. Oh no, Karin is a little fussy because
she doesn't want to eat it without milk. Maybe she's still a little tired from playing outside. Tomomi seems to be handling it really well though. Now it's time to make dinner. Karin volunteered to help, so Tomomi is more than
happy to accommodate and let her rinse the rice. So before getting married,
Tomomi almost never cooked, but she says she later learned
from her experienced mom friends. So how do you decide what you're cooking every day? I get inspiration from Instagram. I look at the people who post recipes and
make that for dinner. So Tomomi's husband has to go out for work again, but someone's not happy about that. It's okay, Tomomi's around
to comfort and play with her daughter. Please wait a moment. There you go. And now Karin's asked her to be
a camera person! The things moms will do. For dinner, Tomomi uses the pork from the butcher
shop to prepare a dish called ‘pork hakusai mille-feuille’ and a cute little onigiri for Karin. My teeth hurt. Where? Let me see? New teeth are growing! It's ok! Let's take a bath. So in Japan, it's typical for families
to share the same bath water, even when there's several
children with varying ages. In the past, it was customary for the father
to use the bath first and the wife last, but these days, the rule is less followed. Now she puts away Karin's laundry
for tomorrow and gets ready to put Karin to bed. Hey, Karin-chan. Please. Just a little bit more? WAIT A MINUTE! Oh no, Tomomi's having
a hard time brushing Karin's teeth. George is such a good boy! Look! He's clean now! How about Karin? It's my turn now. Come here, Karin-chan. Apparently, Tomomi must often find different
ways to convince Karin to brush her teeth. Let's sleep! It usually takes her about
15 to 20 minutes to put Karin to bed. - Good night, Karin.
- Good night. Once asleep, Tomomi finally has a chance
to complete the rest of her house chores, and any time after this,
she can use it for herself, such as planning for her
next seminar, Gokigen Life. And she also has time to work on her Instagram. She tries to post every day to raise
awareness about what she does. So that's pretty much a day
in the life of a Japanese housewife. As you can see, she has her own free time right now. Her daughter's already asleep, so she has
about 2 hours before she goes to bed at 12 o'clock. If you guys want to see what she's doing,
then I'll definitely leave links in the description. Also, if you guys want
to see kind of my regular life, I recently created a channel called Tokyo Zebra. And that channel also has my wife, Maiko. And if you guys don't already
know from the previous videos, we have a baby on the way. So that channel will have
all of that stuff that's coming up. And if you want to see more, I have
so many more day in the life videos to come. So definitely hit that subscribe
button and the bell button, and I'll catch you guys in the next one.",ok
